text,class
"Good afternoon, Whenn will my pending payment finish? Thanks",card
"Hi, A paymentt in my account was made by someone I don't know Thanks",card
"hello, Could you explain whyy my card payment did not work? Best Regards",card
"good morning, How long will it take to transfer something to China urgently? thanks",transfer
"good afternoon, Why iss my identification required? Kind Regards",others
"Good morning, I didn't realize that there were any fees for withdrawing money from my account--this has never happened to me before.  What exactly are the fees? Thanks",cash
"Good afternoon, I have been charged a fee for getting cash Best Regards",cash
"Hello, what currencies cann I receive my salary in with this? Kind Regards",others
"good evening, I have used all my PINN tries, what now? Best Regards",security
"Good evening, How do I activate and link my new card? thanks",card
"good afternoon, What is the rate for exchange fees? kind Regards",others
"good afternoon, What went wrong with my transfer? Kind Regards",transfer
"good evening, I need to update my address. thanks",security
"good afternoon, Yesterday I topped up my card. Why didn't it complete as it still pending? kind Regards",others
"hello, I amm dissatisfied, I would like to close my account. thanks",security
"good afternoon, How do I go about exchanging currencies with this app? best Regards",others
"Hello, Its beenn 3 days, How long will my transfer take to get to my wallet? kind Regards",transfer
"good afternoon, I need to know what foreign exchangee rate I can get. best Regards",others
"Hello, I lost myy wallet and I think someone is withdrawing cash with myy card. Please help. It is urgent. Best Regards",cash
"Hello, Can I use my account although the identity verification has not been accepted yet? kind Regards",others
"good morning, I have made several unsuccessful attempts to make a transfer.  I'm gettingg frustrated at gettingg error messages and it not going through. thanks",others
"Hello, How do I reverse a transaction on my account? Best Regards",others
"good afternoon, Editing my personal details thanks",security
"hi, There is a payment done with my card which i definitely did nott do.Never seen that name before. Thanks",card
"Good evening, Wheree is my top-up verification code? Kind Regards",others
"hello, I want to do a bank transfer to thiss bank, from an account at another bank. Thanks",transfer
"hi, You applied the wrong exchange rate while I was traveling outside the countryy. best Regards",cash
"Hi, Why was I charged a fee for my card payment? kind Regards",card
"hello, I would like to cancel myy purchase. Kind Regards",others
"Good evening, I punched in the wrongg pin too many times and I'm locked out. Best Regards",security
"good morning, I want to stop my account kind Regards",security
"hello, I'm being asked for a verification code. Where do I find it? Thanks",others
"hello, What is this $1 charge on my accountt? Kind Regards",others
"good afternoon, How do I receive more physical cards best Regards",card
"good morning, I lost my card and need a new one, will it cost me? thanks",card
"good morning, I got a strange cash withdrawal in my statement Kind Regards",cash
"hi, What's the earliest time to receivee my card? thanks",card
"good morning, Hey, I'm buying a flat and I need my mortgage to go though. However, every time I check I get an error message. Is there any way you can help me with this transfer. Kind Regards",transfer
"good morning, What was the cause for my card to be declined? Thanks",cash
"Hi, Close down my account.  I don't likee your service. kind Regards",security
"Good afternoon, Where are you present globally? thanks",others
"good morning, I'd like moree info on getting a virtual card. Kind Regards",card
"good evening, What's the closest place to withdraw money? Best Regards",others
"hi, Is there an age limit to open an account Thanks",others
"Good evening, Tell me how a top upp would be reverted. best Regards",others
"Hello, I need to actuate my card. Best Regards",card
"hi, Is there a fee for adding funds with a creditt card? Thanks",card
"hi, My phone is at the hotel.  How can I use the app? Thanks",security
"Good morning, Hurry andd refund me, I am waiting kind Regards",others
"good evening, How long should it take forr a transfer to go through? I have been waiting a while. Kind Regards",transfer
"hi, Is there a longer processing time forr international bank transfers? Best Regards",transfer
"Hi, Why did I not get the amount of money I requested? Kind Regards",cash
"Good morning, Do you charge anything for topping up? Thanks",transfer
"good evening, Why is their a charge pending on my card still? Kind Regards",card
"good morning, What do the disposable cards do? best Regards",card
"good evening, I'm on vacation in Europe but I desperately need to change my PIN. Can I do this from abroad? Kind Regards",security
"Hi, I would like to know where the funds are at. Kind Regards",others
"Hi, Could I get a mastercard if that's reasonable? Thanks",card
"hi, Why is the identity check involved? Best Regards",others
"Hi, I've forgotten myy app passcode completely. Best Regards",security
"Hello, II made a payment with my card that was cancelled? kind Regards",card
"Good afternoon, The refund isn't appearing in my accountt kind Regards",others
"Good afternoon, I would prefer a Mastercardd. Thanks",card
"Hello, II want to reactivate my card, II thought II had lost it but found it again in my jacket this morning. thanks",card
"hi, I wantt to activate my card, how do I do it? Thanks",card
"hi, How come I can see an extra charge for my transfer? Kind Regards",transfer
"good evening, I got some cash at an ATM earlier, but now app is showing thatt I withdrew more than I did.  Help! best Regards",cash
"Good afternoon, Why is the exchange ratee different than expected on my transaction? Best Regards",cash
